Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
Discovery Sport ,25.00 Lakh,new delhi,Diesel,Automatic,98000,2015,Land Rover
Q3 ,10.00 Lakh,new delhi,Diesel,Automatic,75000,2013,Audi
Wagon R ,5.25 Lakh,new delhi,Petrol,Manual,28000,2021,Maruti
Creta ,8.50 Lakh,new delhi,Petrol,Automatic,58000,2015,Hyundai
Fortuner ,9.50 Lakh,new delhi,Diesel,Manual,140000,2012,Toyota
Ciaz ,6.99 Lakh,new delhi,Diesel,Manual,55000,2017,Maruti
A3 ,25.10 Lakh,new delhi,Diesel,Automatic,30000,2020,Audi
E-Class ,65.20 Lakh,new delhi,Petrol,Automatic,3200,2020,Mercedes-Benz
Celerio ,3.90 Lakh,new delhi,Petrol,Manual,90000,2016,Maruti
B Class ,10.50 Lakh,new delhi,Diesel,Automatic,40000,2014,Mercedes-Benz
Alto 800 ,3.65 Lakh,new delhi,Petrol,Manual,4000,2020,Maruti
E-Class ,25.00 Lakh,new delhi,Diesel,Automatic,74000,2017,Mercedes-Benz
Corolla Altis ,2.55 Lakh,new delhi,Petrol,Manual,90000,2009,Toyota
XC 90 ,92.00 Lakh,new delhi,Diesel,Automatic,16000,2021,Volvo
Xcent ,3.20 Lakh,new delhi,Diesel,Manual,70000,2015,Hyundai
Spark ,75000,new delhi,Petrol,Manual,100000,2009,Chevrolet
Safari Storme ,4.25 Lakh,new delhi,Diesel,Manual,57000,2013,Tata
City ,11.75 Lakh,new delhi,Petrol,Automatic,40032,2019,Honda
Grand i10 ,3.20 Lakh,new delhi,Diesel,Manual,40000,2014,Hyundai
City ,7.75 Lakh,new delhi,Petrol,Automatic,68000,2016,Honda
Wagon R ,2.40 Lakh,new delhi,Petrol,Manual,58000,2012,Maruti
i20 ,3.95 Lakh,new delhi,Diesel,Manual,58000,2014,Hyundai
KWID ,2.45 Lakh,new delhi,Petrol,Manual,58908,2015,Renault
Seltos ,12.25 Lakh,new delhi,Petrol,Manual,7700,2020,Kia
Wagon R ,6.18 Lakh,new delhi,Petrol,Automatic,9137,2020,Maruti
Grand i10 ,3.01 Lakh,new delhi,Petrol,Manual,58645,2014,Hyundai
EON ,2.39 Lakh,new delhi,Petrol,Manual,42657,2017,Hyundai
Grand i10 ,3.96 Lakh,new delhi,Petrol,Manual,38976,2017,Hyundai
Baleno ,5.69 Lakh,new delhi,Petrol,Manual,76468,2016,Maruti
Grand i10 ,2.47 Lakh,new delhi,Diesel,Manual,156157,2014,Hyundai
B Class ,10.75 Lakh,new delhi,Diesel,Automatic,84085,2013,Mercedes-Benz
Ritz ,3.25 Lakh,new delhi,Petrol,Manual,38890,2015,Maruti
A6 ,14.50 Lakh,new delhi,Diesel,Automatic,19752,2014,Audi
Celerio ,5.45 Lakh,new delhi,CNG,Manual,48089,2020,Maruti
Baleno ,5.10 Lakh,new delhi,Diesel,Manual,58000,2016,Maruti
Wagon R ,2.65 Lakh,new delhi,CNG,Manual,58000,2012,Maruti
Seltos ,15.25 Lakh,new delhi,Diesel,Automatic,68000,2019,Kia
Ertiga ,11.04 Lakh,new delhi,CNG,Manual,35000,2020,Maruti
Ecosport ,5.65 Lakh,new delhi,Diesel,Manual,72000,2017,Ford
Baleno ,5.65 Lakh,new delhi,Petrol,Manual,54000,2018,Maruti
Jazz ,4.70 Lakh,new delhi,Petrol,Manual,48000,2016,Honda
Verna ,4.95 Lakh,new delhi,Petrol,Automatic,62000,2013,Hyundai
Swift Dzire ,4.05 Lakh,new delhi,Petrol,Manual,62355,2014,Maruti
Verna ,12.40 Lakh,new delhi,Petrol,Automatic,10000,2021,Hyundai
Vento ,5.25 Lakh,new delhi,Petrol,Manual,78000,2015,Volkswagen
Harrier ,24.00 Lakh,new delhi,Diesel,Automatic,5000,2022,Tata
City ,4.25 Lakh,new delhi,Diesel,Manual,76000,2014,Honda
City ,2.85 Lakh,new delhi,Petrol,Automatic,72354,2010,Honda
Wagon R ,2.10 Lakh,new delhi,Petrol,Manual,65244,2011,Maruti
Wagon R ,6.05 Lakh,new delhi,CNG,Manual,25000,2020,Maruti
Wagon R ,5.45 Lakh,new delhi,CNG,Manual,25000,2019,Maruti
Ritz ,2.90 Lakh,new delhi,Diesel,Manual,65000,2015,Maruti
Sonet ,8.91 Lakh,new delhi,Petrol,Manual,30000,2020,Kia
Sonet ,13.65 Lakh,new delhi,Diesel,Manual,21500,2021,Kia
Ecosport ,7.85 Lakh,new delhi,Petrol,Automatic,32558,2018,Ford
Ciaz ,9.51 Lakh,new delhi,Petrol,Automatic,25000,2019,Maruti
Fortuner ,32.50 Lakh,new delhi,Diesel,Automatic,49000,2018,Toyota
Creta ,10.90 Lakh,new delhi,Diesel,Automatic,65000,2017,Hyundai
Scorpio ,4.15 Lakh,new delhi,Diesel,Manual,84261,2012,Mahindra
Wagon R ,2.25 Lakh,new delhi,CNG,Manual,65000,2011,Maruti
Ertiga ,8.21 Lakh,new delhi,CNG,Manual,69000,2018,Maruti
Hector Plus ,18.90 Lakh,new delhi,Petrol,Automatic,11000,2020,MG
Ertiga ,9.50 Lakh,new delhi,Petrol,Manual,40792,2019,Maruti
Scorpio ,9.25 Lakh,new delhi,Diesel,Manual,33400,2016,Mahindra
TUV 300 ,7.40 Lakh,new delhi,Diesel,Manual,12000,2017,Mahindra
Cooper ,21.00 Lakh,new delhi,Petrol,Automatic,44000,2012,Mini Cooper
Vitara Brezza ,6.35 Lakh,new delhi,Diesel,Manual,37040,2016,Maruti
Wagon R ,3.50 Lakh,new delhi,Petrol,Manual,98000,2015,Maruti
i20 ,5.00 Lakh,new delhi,Petrol,Manual,47845,2015,Hyundai
Elantra ,5.25 Lakh,new delhi,Diesel,Automatic,69200,2013,Hyundai
Tiago ,4.85 Lakh,new delhi,Petrol,Manual,16791,2019,Tata
Terrano ,4.40 Lakh,new delhi,Diesel,Manual,60400,2014,Nissan
Q7 ,96.00 Lakh,new delhi,Petrol,Automatic,2000,2022,Audi
Verna ,4.70 Lakh,new delhi,Petrol,Manual,61200,2013,Hyundai
Ecosport ,7.50 Lakh,new delhi,Petrol,Manual,59000,2017,Ford
Accord ,6.75 Lakh,new delhi,Petrol,Automatic,69000,2013,Honda
Grand i10 ,3.45 Lakh,new delhi,Petrol,Manual,67200,2013,Hyundai
i10 ,1.45 Lakh,new delhi,Petrol,Manual,45027,2009,Hyundai
Grand i10 Nios ,7.15 Lakh,new delhi,CNG,Manual,32000,2021,Hyundai
Santa Fe ,9.25 Lakh,new delhi,Diesel,Automatic,99500,2014,Hyundai
Camry ,32.00 Lakh,new delhi,Petrol,Automatic,33000,2017,Toyota
Ecosport ,8.50 Lakh,new delhi,Petrol,Manual,24200,2019,Ford
Pajero ,13.50 Lakh,new delhi,Diesel,Automatic,99500,2015,Mitsubishi
Wagon R ,5.95 Lakh,new delhi,CNG,Manual,46400,2020,Maruti
Compass ,12.75 Lakh,new delhi,Diesel,Manual,37800,2017,Jeep
Ciaz ,8.99 Lakh,new delhi,Petrol,Manual,51200,2018,Maruti
CLA ,23.00 Lakh,new delhi,Petrol,Automatic,15000,2016,Mercedes-Benz
Urban cruiser ,10.00 Lakh,new delhi,Petrol,Automatic,42000,2020,Toyota
Camry ,18.25 Lakh,new delhi,Petrol,Automatic,96000,2015,Toyota
GLA Class ,28.00 Lakh,new delhi,Petrol,Automatic,18000,2018,Mercedes-Benz
Verna ,4.10 Lakh,new delhi,Petrol,Manual,57200,2011,Hyundai
Pajero ,11.75 Lakh,new delhi,Diesel,Automatic,62000,2015,Mitsubishi
Creta ,12.99 Lakh,new delhi,Petrol,Manual,24500,2018,Hyundai
Corolla Altis ,12.25 Lakh,new delhi,Petrol,Manual,75500,2018,Toyota
Tucson ,16.25 Lakh,new delhi,Diesel,Automatic,76100,2018,Hyundai
E-Class ,42.00 Lakh,new delhi,Petrol,Automatic,45007,2017,Mercedes-Benz
XJ ,33.00 Lakh,new delhi,Diesel,Automatic,17600,2014,Jaguar
Grand i10 ,4.95 Lakh,new delhi,Petrol,Manual,28000,2018,Hyundai
i20 Active ,5.40 Lakh,new delhi,Petrol,Manual,56200,2015,Hyundai
Thar ,16.50 Lakh,new delhi,Petrol,Manual,840,2022,Mahindra
Sunny ,4.75 Lakh,new delhi,Petrol,Automatic,59600,2014,Nissan
Ciaz ,8.61 Lakh,new delhi,Petrol,Manual,2600,2018,Maruti
XUV500 ,10.50 Lakh,new delhi,Diesel,Manual,59800,2016,Mahindra
Seltos ,15.90 Lakh,new delhi,Petrol,Manual,1700,2022,Kia
Verna ,7.78 Lakh,new delhi,Petrol,Manual,34427,2016,Hyundai
Sonet ,12.25 Lakh,new delhi,Petrol,Manual,17000,2020,Kia
Vento ,4.25 Lakh,new delhi,Petrol,Automatic,82000,2013,Volkswagen
Nexon ,11.25 Lakh,new delhi,Petrol,Automatic,28000,2020,Tata
i10 ,2.45 Lakh,new delhi,Petrol,Manual,64000,2013,Hyundai
Brio ,2.70 Lakh,new delhi,Petrol,Manual,21000,2012,Honda
GLE ,94.90 Lakh,new delhi,Diesel,Automatic,2000,2022,Mercedes-Benz
City ,9.75 Lakh,new delhi,Petrol,Manual,54000,2019,Honda
City ,3.70 Lakh,new delhi,Petrol,Manual,68000,2012,Honda
Nexon ,6.88 Lakh,new delhi,Petrol,Manual,56591,2017,Tata
Swift ,4.65 Lakh,new delhi,Petrol,Manual,46000,2015,Maruti
Wagon R ,5.82 Lakh,new delhi,CNG,Manual,23261,2020,Maruti
Ertiga ,7.75 Lakh,new delhi,CNG,Manual,62000,2018,Maruti
Amaze ,3.95 Lakh,new delhi,Petrol,Manual,54000,2016,Honda
Swift ,4.85 Lakh,new delhi,Petrol,Manual,40000,2018,Maruti
Verna ,3.60 Lakh,new delhi,Petrol,Manual,62000,2012,Hyundai
X3 ,54.00 Lakh,new delhi,Diesel,Automatic,36007,2020,BMW
X1 ,34.00 Lakh,new delhi,Diesel,Automatic,21007,2020,BMW
X1 ,32.00 Lakh,new delhi,Diesel,Automatic,12009,2019,BMW
GLC ,54.00 Lakh,new delhi,Petrol,Automatic,38008,2020,Mercedes-Benz
S-Class ,65.00 Lakh,new delhi,Diesel,Automatic,37127,2017,Mercedes-Benz
XE ,29.75 Lakh,new delhi,Petrol,Automatic,42007,2017,Jaguar
Marazzo ,7.50 Lakh,new delhi,Diesel,Manual,33000,2018,Mahindra
F-Pace ,54.00 Lakh,new delhi,Diesel,Automatic,18501,2020,Jaguar
Swift ,5.45 Lakh,new delhi,Petrol,Manual,44085,2018,Maruti
3 Series GT ,28.50 Lakh,new delhi,Diesel,Automatic,28006,2017,BMW
Wagon R ,6.10 Lakh,new delhi,CNG,Manual,36000,2021,Maruti
3 Series GT ,28.90 Lakh,new delhi,Diesel,Automatic,28008,2017,BMW
A4 ,42.00 Lakh,new delhi,Petrol,Automatic,20009,2021,Audi
Swift ,4.61 Lakh,new delhi,Petrol,Manual,54000,2017,Maruti
Ecosport ,4.60 Lakh,new delhi,Petrol,Manual,74000,2013,Ford
Polo ,3.25 Lakh,new delhi,Petrol,Manual,61000,2012,Volkswagen
Polo ,3.25 Lakh,new delhi,Petrol,Manual,61000,2012,Volkswagen
XUV700 ,28.75 Lakh,new delhi,Diesel,Automatic,2070,2022,Mahindra
i10 ,1.75 Lakh,new delhi,Petrol,Manual,40000,2010,Hyundai
City ,6.25 Lakh,new delhi,Petrol,Automatic,70000,2015,Honda
Thar ,17.25 Lakh,new delhi,Diesel,Automatic,21000,2021,Mahindra
TUV 300 ,8.25 Lakh,new delhi,Diesel,Automatic,44000,2018,Mahindra
Scorpio ,8.90 Lakh,new delhi,Diesel,Manual,59000,2015,Mahindra
i20 ,9.00 Lakh,new delhi,Petrol,Automatic,16000,2021,Hyundai
Rapid ,5.50 Lakh,new delhi,Diesel,Automatic,84000,2015,Skoda
Polo ,2.60 Lakh,new delhi,Petrol,Manual,40000,2011,Volkswagen
Sonet ,13.75 Lakh,new delhi,Diesel,Automatic,24000,2020,Kia
A4 ,11.90 Lakh,new delhi,Diesel,Automatic,52000,2014,Audi
Baleno ,6.70 Lakh,new delhi,Petrol,Manual,36000,2019,Maruti
Etios 2014-2016 ,2.45 Lakh,new delhi,Petrol,Manual,102571,2011,Toyota
Figo ,1.45 Lakh,new delhi,Petrol,Manual,93745,2011,Ford
Celerio ,4.95 Lakh,new delhi,Petrol,Automatic,12665,2018,Maruti
i10 ,3.49 Lakh,new delhi,Petrol,Automatic,10000,2011,Hyundai
Grand i10 Nios ,7.05 Lakh,new delhi,CNG,Manual,31000,2020,Hyundai
Scorpio ,5.63 Lakh,new delhi,Diesel,Manual,36606,2014,Mahindra
Grand i10 ,2.75 Lakh,new delhi,Diesel,Manual,71241,2014,Hyundai
Alto ,1.35 Lakh,new delhi,CNG,Manual,142972,2011,Maruti
Yaris ,11.25 Lakh,new delhi,Petrol,Automatic,26000,2021,Toyota
Sonet ,12.46 Lakh,new delhi,Diesel,Manual,10500,2021,Kia
City ,8.50 Lakh,new delhi,Petrol,Automatic,60000,2016,Honda
WR-V ,8.15 Lakh,new delhi,Petrol,Manual,15000,2018,Honda
Ertiga ,10.50 Lakh,new delhi,Petrol,Manual,4000,2021,Maruti
S90 ,42.00 Lakh,new delhi,Diesel,Automatic,20000,2019,Volvo
GLE ,85.00 Lakh,new delhi,Diesel,Automatic,20000,2021,Mercedes-Benz
Creta ,6.95 Lakh,new delhi,Diesel,Manual,75000,2016,Hyundai
Ecosport ,6.25 Lakh,new delhi,Petrol,Automatic,50000,2016,Ford
Innova Crysta ,17.00 Lakh,new delhi,Diesel,Automatic,85000,2017,Toyota
WR-V ,7.15 Lakh,new delhi,Diesel,Manual,55000,2017,Honda
Swift Dzire ,7.00 Lakh,new delhi,Petrol,Automatic,50000,2018,Maruti
Baleno ,6.65 Lakh,new delhi,Petrol,Automatic,42000,2018,Maruti
Baleno ,5.75 Lakh,new delhi,Petrol,Manual,32000,2019,Maruti
Verna ,12.50 Lakh,new delhi,Petrol,Automatic,9000,2020,Hyundai
Creta ,7.70 Lakh,new delhi,Diesel,Manual,71500,2016,Hyundai
Hector ,20.91 Lakh,new delhi,Petrol,Automatic,5800,2021,MG
Thar ,17.25 Lakh,new delhi,Diesel,Automatic,11000,2021,Mahindra
Verna ,5.75 Lakh,new delhi,Diesel,Manual,70000,2015,Hyundai
Ciaz ,6.98 Lakh,new delhi,Diesel,Manual,65000,2016,Maruti
Swift ,4.00 Lakh,new delhi,Diesel,Manual,70000,2014,Maruti
,2.45 Lakh,new delhi,Petrol,Manual,30000,2009,Ambassador
XC60 ,18.95 Lakh,new delhi,Diesel,Automatic,115000,2015,Volvo
5 Series ,49.00 Lakh,new delhi,Diesel,Automatic,29000,2019,BMW
Seltos ,14.25 Lakh,new delhi,Petrol,Manual,20000,2020,Kia
Beetle ,12.00 Lakh,new delhi,Petrol,Automatic,41000,2010,Volkswagen
Scorpio ,7.75 Lakh,new delhi,Diesel,Manual,71000,2015,Mahindra
i20 ,2.60 Lakh,new delhi,Petrol,Manual,73000,2011,Hyundai
Thar ,16.91 Lakh,new delhi,Petrol,Automatic,4000,2021,Mahindra
Amaze ,7.90 Lakh,new delhi,Petrol,Automatic,26000,2019,Honda
Baleno ,6.30 Lakh,new delhi,Petrol,Manual,30000,2017,Maruti
Swift ,1.35 Lakh,new delhi,Petrol,Manual,85000,2008,Maruti
City ,7.50 Lakh,new delhi,Petrol,Automatic,55000,2017,Honda
XUV500 ,9.01 Lakh,new delhi,Diesel,Manual,75000,2016,Mahindra
XUV500 ,5.00 Lakh,new delhi,Diesel,Manual,115000,2014,Mahindra
Ritz ,2.59 Lakh,new delhi,Diesel,Manual,55000,2013,Maruti
Etios Liva ,5.96 Lakh,new delhi,Petrol,Manual,21000,2019,Toyota
A6 ,12.95 Lakh,new delhi,Diesel,Automatic,92000,2014,Audi
Creta ,8.95 Lakh,new delhi,Diesel,Manual,59000,2018,Hyundai
i20 ,5.80 Lakh,new delhi,Petrol,Manual,53000,2018,Hyundai
Q3 ,13.39 Lakh,new delhi,Diesel,Automatic,64000,2014,Audi
Alcazar ,22.75 Lakh,new delhi,Diesel,Automatic,1500,2022,Hyundai
Ciaz ,6.00 Lakh,new delhi,Petrol,Manual,44000,2015,Maruti
E-Class ,25.90 Lakh,new delhi,Petrol,Manual,42000,2015,Mercedes-Benz
Fortuner ,14.75 Lakh,new delhi,Diesel,Manual,90000,2014,Toyota
City ,5.50 Lakh,new delhi,Diesel,Manual,74000,2015,Honda
WR-V ,6.50 Lakh,new delhi,Petrol,Manual,23200,2017,Honda
Compass ,12.00 Lakh,new delhi,Diesel,Manual,70000,2017,Jeep
5 Series ,48.00 Lakh,new delhi,Diesel,Automatic,30000,2019,BMW
GLA Class ,27.00 Lakh,new delhi,Petrol,Automatic,16000,2017,Mercedes-Benz
Polo ,3.75 Lakh,new delhi,Petrol,Manual,47000,2013,Volkswagen
GLS ,52.00 Lakh,new delhi,Diesel,Automatic,48000,2016,Mercedes-Benz
Wagon R ,4.30 Lakh,new delhi,CNG,Manual,44000,2018,Maruti
Vento ,6.75 Lakh,new delhi,Petrol,Automatic,44000,2016,Volkswagen
City ,2.50 Lakh,new delhi,Petrol,Manual,65000,2010,Honda
A6 ,16.00 Lakh,new delhi,Diesel,Automatic,62000,2014,Audi
Ciaz ,6.45 Lakh,new delhi,Petrol,Manual,55000,2017,Maruti
XC40 ,42.50 Lakh,new delhi,Petrol,Automatic,20000,2021,Volvo
XUV300 ,9.85 Lakh,new delhi,Diesel,Manual,47301,2019,Mahindra
Urban cruiser ,11.50 Lakh,new delhi,Petrol,Automatic,22000,2020,Toyota
i20 ,3.75 Lakh,new delhi,Petrol,Manual,65000,2013,Hyundai
CLA ,32.50 Lakh,new delhi,Diesel,Automatic,3000,2019,Mercedes-Benz
Creta ,8.75 Lakh,new delhi,Petrol,Manual,31000,2017,Hyundai
Seltos ,16.70 Lakh,new delhi,Diesel,Manual,21000,2021,Kia
Innova Crysta ,22.00 Lakh,new delhi,Petrol,Automatic,32000,2019,Toyota
Corolla Altis ,12.90 Lakh,new delhi,Petrol,Automatic,60000,2017,Toyota
Thar ,18.12 Lakh,new delhi,Petrol,Automatic,23000,2022,Mahindra
3 Series ,16.90 Lakh,new delhi,Diesel,Automatic,30000,2014,BMW
5 Series ,32.00 Lakh,new delhi,Diesel,Automatic,13000,2017,BMW
XE ,27.75 Lakh,new delhi,Petrol,Automatic,21700,2016,Jaguar
Carens ,12.30 Lakh,new delhi,Petrol,Manual,2500,2022,Kia
Astor ,17.25 Lakh,new delhi,Petrol,Automatic,2500,2022,MG
SX4 S Cross ,12.45 Lakh,new delhi,Petrol,Automatic,20000,2020,Maruti
i20 ,2.25 Lakh,new delhi,Petrol,Manual,55000,2011,Hyundai
i20 ,5.90 Lakh,new delhi,Petrol,Manual,57000,2017,Hyundai
Thar ,17.00 Lakh,new delhi,Petrol,Automatic,7000,2021,Mahindra
3 Series ,16.90 Lakh,new delhi,Diesel,Automatic,30000,2014,BMW
Thar ,16.95 Lakh,new delhi,Petrol,Automatic,11000,2021,Mahindra
Thar ,16.99 Lakh,new delhi,Diesel,Manual,9100,2020,Mahindra
Brio ,4.51 Lakh,new delhi,Petrol,Automatic,70000,2015,Honda
Endeavour ,23.95 Lakh,new delhi,Diesel,Automatic,77400,2016,Ford
XE ,29.50 Lakh,new delhi,Diesel,Automatic,18000,2018,Jaguar
Compass ,15.45 Lakh,new delhi,Petrol,Automatic,35000,2019,Jeep
WR-V ,9.91 Lakh,new delhi,Petrol,Manual,19000,2021,Honda
i20 ,3.25 Lakh,new delhi,Petrol,Manual,60000,2012,Hyundai
Swift ,5.99 Lakh,new delhi,Petrol,Manual,28000,2019,Maruti
Vitara Brezza ,8.00 Lakh,new delhi,Diesel,Manual,42000,2019,Maruti
Santa Fe ,10.95 Lakh,new delhi,Diesel,Automatic,83000,2014,Hyundai
Alto 800 ,2.99 Lakh,new delhi,Petrol,Manual,69000,2017,Maruti
Verna ,6.11 Lakh,new delhi,Petrol,Manual,60000,2015,Hyundai
Creta ,9.49 Lakh,new delhi,Diesel,Manual,30000,2018,Hyundai
Grand i10 ,4.95 Lakh,new delhi,Petrol,Automatic,48000,2015,Hyundai
GLA Class ,28.00 Lakh,new delhi,Petrol,Automatic,18200,2018,Mercedes-Benz
Verna ,5.25 Lakh,new delhi,Petrol,Manual,62000,2014,Hyundai
A3 cabriolet ,35.50 Lakh,new delhi,Petrol,Automatic,29000,2016,Audi
Celerio ,4.20 Lakh,new delhi,Petrol,Automatic,62000,2015,Maruti
Vitara Brezza ,8.91 Lakh,new delhi,Petrol,Manual,23000,2020,Maruti
Hector ,13.71 Lakh,new delhi,Diesel,Manual,120000,2019,MG
i20 ,5.99 Lakh,new delhi,Petrol,Manual,45000,2016,Hyundai
Baleno ,7.20 Lakh,new delhi,Petrol,Manual,21000,2020,Maruti
Verna ,10.00 Lakh,new delhi,Petrol,Automatic,33000,2020,Hyundai
Vitara Brezza ,6.50 Lakh,new delhi,Diesel,Manual,58000,2017,Maruti
i20 ,6.35 Lakh,new delhi,Petrol,Manual,56327,2019,Hyundai
Q2 ,27.00 Lakh,new delhi,Petrol,Automatic,17000,2022,Audi
Fortuner ,39.00 Lakh,new delhi,Diesel,Automatic,35000,2020,Toyota
City ,9.65 Lakh,new delhi,Petrol,Manual,30000,2019,Honda
Ciaz ,6.75 Lakh,new delhi,Petrol,Manual,51000,2017,Maruti
Swift Dzire ,3.02 Lakh,new delhi,Diesel,Manual,67954,2013,Maruti
A4 ,9.91 Lakh,new delhi,Petrol,Automatic,101090,2013,Audi
Vento ,2.71 Lakh,new delhi,Diesel,Manual,111226,2013,Volkswagen
Baleno ,4.95 Lakh,new delhi,Petrol,Manual,52000,2016,Maruti
CLA ,18.40 Lakh,new delhi,Diesel,Automatic,29000,2015,Mercedes-Benz
Endeavour ,29.90 Lakh,new delhi,Diesel,Automatic,67000,2018,Ford
Cruze ,5.20 Lakh,new delhi,Diesel,Automatic,82000,2014,Chevrolet
A6 ,14.90 Lakh,new delhi,Diesel,Automatic,49000,2014,Audi
Q3 ,18.40 Lakh,new delhi,Diesel,Automatic,69000,2015,Audi
3 Series GT ,23.70 Lakh,new delhi,Diesel,Automatic,48000,2016,BMW
Wagon R ,2.10 Lakh,new delhi,Petrol,Manual,64284,2011,Maruti
Alto 800 ,1.92 Lakh,new delhi,CNG,Manual,54000,2012,Maruti
WR-V ,8.75 Lakh,new delhi,Petrol,Manual,9500,2019,Honda
i20 ,2.10 Lakh,new delhi,Petrol,Manual,77354,2011,Hyundai
Superb ,21.75 Lakh,new delhi,Petrol,Automatic,54000,2017,Skoda
Thar ,16.50 Lakh,new delhi,Petrol,Automatic,7600,2021,Mahindra
M-Class ,18.50 Lakh,new delhi,Diesel,Automatic,72000,2014,Mercedes-Benz
i20 ,5.75 Lakh,new delhi,Petrol,Manual,78413,2017,Hyundai
Verna ,11.50 Lakh,new delhi,Petrol,Manual,23000,2020,Hyundai
Tiago ,4.95 Lakh,new delhi,Petrol,Manual,69488,2017,Tata
Grand i10 ,4.25 Lakh,new delhi,Petrol,Automatic,52673,2016,Hyundai
Vitara Brezza ,6.70 Lakh,new delhi,Diesel,Manual,52696,2017,Maruti
City ,1.25 Lakh,new delhi,Petrol,Manual,90000,2008,Honda
Hector ,19.95 Lakh,new delhi,Petrol,Automatic,7705,2022,MG
C-Class ,42.00 Lakh,new delhi,Diesel,Automatic,26000,2019,Mercedes-Benz
Thar ,18.50 Lakh,new delhi,Diesel,Automatic,12000,2022,Mahindra
Creta ,8.75 Lakh,new delhi,Petrol,Manual,51001,2017,Hyundai
Jazz ,8.75 Lakh,new delhi,Petrol,Automatic,14415,2020,Honda
Grand i10 Nios ,6.25 Lakh,new delhi,Petrol,Manual,10001,2021,Hyundai
Cayenne ,9.00 Lakh,new delhi,Petrol,Manual,88000,2009,Porsche
Compass ,14.80 Lakh,new delhi,Petrol,Manual,22000,2019,Jeep
WR-V ,8.75 Lakh,new delhi,Petrol,Manual,25000,2018,Honda
Swift ,2.35 Lakh,new delhi,Diesel,Manual,65000,2012,Maruti
Santro Xing ,1.25 Lakh,new delhi,Petrol,Manual,20000,2009,Hyundai
XUV500 ,6.85 Lakh,new delhi,Diesel,Manual,69000,2015,Mahindra
Scorpio ,10.00 Lakh,new delhi,Diesel,Manual,56000,2017,Mahindra
C-Class ,12.25 Lakh,new delhi,Diesel,Automatic,39000,2013,Mercedes-Benz
3 Series ,12.00 Lakh,new delhi,Diesel,Automatic,71000,2014,BMW
A4 ,12.00 Lakh,new delhi,Diesel,Automatic,43000,2013,Audi
A3 ,24.00 Lakh,new delhi,Diesel,Automatic,16000,2018,Audi
X1 ,40.00 Lakh,new delhi,Petrol,Automatic,15000,2021,BMW
i20 ,5.75 Lakh,new delhi,Petrol,Manual,65000,2016,Hyundai
Seltos ,16.75 Lakh,new delhi,Petrol,Automatic,44000,2019,Kia
Seltos ,15.65 Lakh,new delhi,Petrol,Automatic,20000,2020,Kia
Taigun ,15.50 Lakh,new delhi,Petrol,Automatic,9000,2022,Volkswagen
Wagon R ,3.70 Lakh,new delhi,Petrol,Manual,620000,2017,Maruti
Swift ,5.40 Lakh,new delhi,Petrol,Manual,15000,2019,Maruti
Grand i10 Nios ,6.40 Lakh,new delhi,Petrol,Manual,17000,2019,Hyundai
Baleno ,6.25 Lakh,new delhi,Diesel,Manual,18000,2017,Maruti
Creta ,13.75 Lakh,new delhi,Petrol,Manual,12009,2021,Hyundai
i20 ,7.15 Lakh,new delhi,Petrol,Manual,3503,2021,Hyundai
Ciaz ,6.55 Lakh,new delhi,Petrol,Manual,55000,2017,Maruti
Fortuner ,31.00 Lakh,new delhi,Diesel,Manual,50004,2019,Toyota
GL-Class ,25.00 Lakh,new delhi,Diesel,Automatic,40002,2014,Mercedes-Benz
Swift ,6.75 Lakh,new delhi,Petrol,Manual,35000,2018,Maruti
CR-V ,11.49 Lakh,new delhi,Petrol,Automatic,72000,2016,Honda
Pajero ,22.91 Lakh,new delhi,Diesel,Automatic,29000,2019,Mitsubishi
Elantra ,11.45 Lakh,new delhi,Petrol,Automatic,60000,2017,Hyundai
3 Series GT ,21.00 Lakh,new delhi,Diesel,Automatic,50001,2016,BMW
Swift ,5.75 Lakh,new delhi,Petrol,Manual,49002,2019,Maruti
Verna ,4.25 Lakh,new delhi,Diesel,Automatic,71000,2013,Hyundai
Endeavour ,33.50 Lakh,new delhi,Diesel,Automatic,25000,2018,Ford
5 DOOR ,37.50 Lakh,new delhi,Diesel,Automatic,3500,2020,Mini Cooper
A6 ,10.75 Lakh,new delhi,Diesel,Automatic,46000,2014,Audi
E-Class ,63.00 Lakh,new delhi,Diesel,Automatic,23000,2020,Mercedes-Benz
Grand i10 ,3.75 Lakh,new delhi,Petrol,Manual,52000,2013,Hyundai
Alto 800 ,3.60 Lakh,new delhi,CNG,Manual,30310,2019,Maruti
Range Rover Evoque ,30.90 Lakh,new delhi,Diesel,Automatic,48000,2015,Land Rover
Verna ,4.25 Lakh,new delhi,Petrol,Automatic,71000,2012,Hyundai
Alto K10 ,2.65 Lakh,new delhi,Petrol,Manual,19000,2013,Maruti
Baleno ,5.60 Lakh,new delhi,Petrol,Manual,52000,2016,Maruti
City ,2.75 Lakh,new delhi,Petrol,Manual,71000,2010,Honda
Swift ,4.25 Lakh,new delhi,Diesel,Manual,48000,2016,Maruti
Swift Dzire ,3.35 Lakh,new delhi,Petrol,Manual,61000,2012,Maruti
Thar ,15.75 Lakh,new delhi,Diesel,Manual,10000,2020,Mahindra
Alto 800 ,4.50 Lakh,new delhi,Petrol,Manual,159,2021,Maruti
Hector Plus ,16.50 Lakh,new delhi,Diesel,Manual,58000,2020,MG
