,Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
82,Wagon R ,438999,new delhi,CNG,Manual,82677,2018,Maruti
83,Alto 800 ,313000,new delhi,Petrol,Manual,25508,2018,Maruti
84,i20 ,513000,new delhi,Petrol,Manual,71084,2015,Hyundai
85,XUV500 ,1086000,new delhi,Diesel,Manual,76342,2018,Mahindra
86,Baleno ,613000,new delhi,Petrol,Manual,46804,2018,Maruti
87,Alto 800 ,400000,new delhi,Petrol,Manual,11413,2021,Maruti
88,City ,670000,new delhi,Petrol,Manual,34031,2015,Honda
89,City ,861999,new delhi,Petrol,Manual,35364,2018,Honda
90,Baleno ,583000,new delhi,Petrol,Manual,56422,2018,Maruti
91,Celerio ,442000,new delhi,CNG,Manual,89263,2017,Maruti
92,Etios Liva ,237000,new delhi,Petrol,Manual,129612,2011,Toyota
93,Vitara Brezza ,633000,new delhi,Diesel,Manual,58972,2017,Maruti
94,i20 ,538000,new delhi,Petrol,Manual,47079,2015,Hyundai
95,Baleno ,586000,new delhi,Petrol,Manual,39781,2017,Maruti
96,Amaze ,395000,new delhi,Petrol,Manual,62662,2015,Honda
97,Thar ,734000,new delhi,Diesel,Manual,60020,2017,Mahindra
98,Creta ,886999,new delhi,Petrol,Manual,45716,2018,Hyundai
99,City ,498000,new delhi,Petrol,Manual,92529,2014,Honda
100,Alto K10 ,335000,new delhi,Petrol,Manual,40311,2018,Maruti
101,Ciaz ,821000,new delhi,Petrol,Manual,32480,2018,Maruti
102,Celerio ,513000,new delhi,CNG,Manual,50969,2018,Maruti
103,Ignis ,633000,new delhi,Petrol,Manual,6068,2021,Maruti
104,Innova Crysta ,1732000,new delhi,Diesel,Manual,34941,2017,Toyota
105,S-Presso ,453000,new delhi,Petrol,Manual,9338,2020,Maruti
106,Alto K10 ,376000,new delhi,Petrol,Automatic,14190,2018,Maruti
107,City ,968000,new delhi,Petrol,Manual,23149,2018,Honda
108,XUV500 ,1107000,new delhi,Diesel,Manual,44081,2017,Mahindra
109,Wagon R ,478000,new delhi,CNG,Manual,58196,2018,Maruti
110,City ,1036000,new delhi,Petrol,Automatic,49539,2018,Honda
111,KWID ,333000,new delhi,Petrol,Manual,23290,2017,Renault
112,Innova Crysta ,1823000,new delhi,Diesel,Automatic,84931,2017,Toyota
113,Baleno ,545000,new delhi,Petrol,Manual,29859,2016,Maruti
114,Nexon ,810000,new delhi,Diesel,Automatic,69828,2018,Tata
115,Baleno ,505999,new delhi,Petrol,Manual,68358,2016,Maruti
116,Brio ,348000,new delhi,Petrol,Manual,29460,2015,Honda
117,Vitara Brezza ,644000,new delhi,Diesel,Manual,45340,2018,Maruti
118,Ecosport ,433000,new delhi,Diesel,Manual,112013,2015,Ford
119,i20 ,483000,new delhi,Petrol,Manual,52300,2016,Hyundai
120,Alto K10 ,305000,new delhi,Petrol,Manual,30378,2016,Maruti
121,Swift ,428000,new delhi,Petrol,Manual,47879,2017,Maruti
122,Swift ,395000,new delhi,Petrol,Manual,114528,2015,Maruti
123,Compass ,1233000,new delhi,Diesel,Manual,33359,2018,Jeep
124,Creta ,787000,new delhi,Petrol,Manual,74978,2016,Hyundai
125,Wagon R ,331000,new delhi,Petrol,Manual,65457,2016,Maruti
126,Marazzo ,977000,new delhi,Diesel,Manual,21211,2018,Mahindra
127,KWID ,423000,new delhi,Petrol,Manual,16876,2021,Renault
128,Alto 800 ,350000,new delhi,Petrol,Manual,10960,2020,Maruti
129,Swift ,413000,new delhi,Petrol,Manual,62644,2015,Maruti
130,Duster ,641000,new delhi,Diesel,Automatic,73656,2016,Renault
131,Scorpio ,1038000,new delhi,Diesel,Manual,67436,2017,Mahindra
132,Alto K10 ,353000,new delhi,Petrol,Manual,65761,2018,Maruti
133,Alto 800 ,343000,new delhi,Petrol,Manual,27629,2020,Maruti
134,i20 ,541000,new delhi,Petrol,Manual,36633,2017,Hyundai
135,City ,648000,new delhi,Petrol,Manual,18474,2016,Honda
136,Thar ,811000,new delhi,Diesel,Manual,25881,2018,Mahindra
137,Innova Crysta ,1925000,new delhi,Diesel,Automatic,76317,2020,Toyota
138,Baleno ,636000,new delhi,Petrol,Manual,30140,2018,Maruti
139,Harrier ,1271000,new delhi,Diesel,Manual,96177,2019,Tata
140,Etios Liva ,515000,new delhi,Petrol,Manual,24250,2018,Toyota
141,Creta ,827999,new delhi,Diesel,Manual,75109,2017,Hyundai
142,Grand i10 ,368000,new delhi,Petrol,Manual,42815,2015,Hyundai
143,Alto K10 ,346000,new delhi,Petrol,Manual,49878,2018,Maruti
144,i20 ,330000,new delhi,Diesel,Manual,138178,2014,Hyundai
145,Ciaz ,783000,new delhi,Petrol,Manual,50746,2018,Maruti
146,City ,844999,new delhi,Petrol,Manual,27768,2018,Honda
147,Alto K10 ,204999,new delhi,Petrol,Manual,75007,2012,Maruti
148,Ciaz ,770000,new delhi,Petrol,Manual,38505,2019,Maruti
149,KWID ,338000,new delhi,Petrol,Automatic,68557,2017,Renault
150,Ciaz ,1226000,new delhi,Petrol,Automatic,3665,2022,Maruti
151,Creta ,808000,new delhi,Petrol,Manual,71237,2016,Hyundai
152,i20 ,619000,new delhi,Petrol,Manual,58438,2017,Hyundai
153,Tiago ,454000,new delhi,Petrol,Manual,27958,2018,Tata
154,Swift ,535000,new delhi,Petrol,Manual,60645,2018,Maruti
155,XUV500 ,1296000,new delhi,Diesel,Automatic,55040,2018,Mahindra
156,Scorpio ,1161000,new delhi,Diesel,Manual,39719,2018,Mahindra
157,Baleno ,561000,new delhi,Petrol,Manual,43527,2016,Maruti
158,Baleno ,659000,new delhi,Petrol,Manual,31939,2018,Maruti
159,Ignis ,491000,new delhi,Petrol,Manual,30903,2019,Maruti
160,Nexon ,1165000,new delhi,Diesel,Automatic,34960,2021,Tata
161,Nexon ,986000,new delhi,Petrol,Manual,15277,2021,Tata
162,EON ,220000,new delhi,Petrol,Manual,76701,2014,Hyundai
163,Swift ,463000,new delhi,Petrol,Manual,55694,2016,Maruti
164,XUV500 ,613000,new delhi,Diesel,Manual,104537,2015,Mahindra
165,Swift ,703000,new delhi,Petrol,Automatic,6662,2020,Maruti
166,Alto 800 ,265000,new delhi,Petrol,Manual,34346,2015,Maruti
167,Scorpio ,986000,new delhi,Diesel,Manual,68307,2018,Mahindra
168,Wagon R ,560000,new delhi,CNG,Manual,71797,2019,Maruti
169,Swift ,428000,new delhi,Petrol,Manual,69260,2014,Maruti
170,Etios ,254999,new delhi,Petrol,Manual,46215,2011,Toyota
171,Baleno ,531000,new delhi,Petrol,Manual,63077,2016,Maruti
172,Brio ,341000,new delhi,Petrol,Manual,56901,2015,Honda
173,Wagon R ,365000,new delhi,Petrol,Manual,30253,2016,Maruti
174,SX4 S Cross ,564000,new delhi,Diesel,Manual,99107,2017,Maruti
175,Swift ,311000,new delhi,Petrol,Manual,51232,2013,Maruti
176,Ciaz ,533000,new delhi,Diesel,Manual,92530,2016,Maruti
177,Swift ,409000,new delhi,Diesel,Manual,94891,2015,Maruti
178,Scorpio ,983000,new delhi,Diesel,Manual,37556,2018,Mahindra
179,i20 ,615000,new delhi,Diesel,Manual,49197,2017,Hyundai
180,XUV500 ,836000,new delhi,Diesel,Manual,49623,2017,Mahindra
181,Wagon R ,323000,new delhi,CNG,Manual,57417,2014,Maruti
182,Alto K10 ,330000,new delhi,Petrol,Manual,28987,2018,Maruti
183,Ecosport ,676000,new delhi,Diesel,Manual,79121,2017,Ford
184,Glanza ,732000,new delhi,Petrol,Automatic,28691,2019,Toyota
185,Innova Crysta ,1545000,new delhi,Diesel,Automatic,96927,2017,Toyota
186,Swift ,608000,new delhi,Diesel,Automatic,91221,2018,Maruti
187,Compass ,1116000,new delhi,Petrol,Manual,37747,2018,Jeep
188,Creta ,933000,new delhi,Diesel,Manual,43426,2017,Hyundai
189,Grand i10 ,524000,new delhi,Petrol,Manual,15733,2018,Hyundai
190,Amaze ,274000,new delhi,Diesel,Manual,83325,2013,Honda
191,Creta ,698000,new delhi,Diesel,Manual,119807,2015,Hyundai
192,KWID ,275000,new delhi,Petrol,Manual,72573,2017,Renault
193,Swift Dzire ,411000,new delhi,Diesel,Manual,81505,2014,Maruti
194,Hector Plus ,1896000,new delhi,Petrol,Automatic,10061,2021,MG
195,Swift Dzire ,401000,new delhi,Diesel,Manual,86294,2014,Maruti
196,Jazz ,562000,new delhi,Petrol,Manual,84503,2018,Honda
197,Baleno ,505000,new delhi,Diesel,Manual,83666,2018,Maruti
198,Grand i10 ,363000,new delhi,Petrol,Manual,47291,2014,Hyundai
199,Alto 800 ,293000,new delhi,Petrol,Manual,18263,2018,Maruti
200,Baleno ,475000,new delhi,Petrol,Manual,108682,2017,Maruti
201,Swift ,338000,new delhi,Petrol,Manual,78505,2014,Maruti
202,Alto 800 ,315000,new delhi,Petrol,Manual,47505,2018,Maruti
203,Venue ,974000,new delhi,Petrol,Automatic,24792,2019,Hyundai
204,Ignis ,468000,new delhi,Petrol,Manual,63136,2018,Maruti
205,Swift ,417000,new delhi,Diesel,Manual,82392,2017,Maruti
206,Vitara Brezza ,559000,new delhi,Diesel,Manual,78703,2016,Maruti
207,Alto 800 ,353000,new delhi,Petrol,Manual,16972,2020,Maruti
208,Duster ,389000,new delhi,Diesel,Manual,94909,2013,Renault
209,Thar ,793000,new delhi,Diesel,Manual,33637,2018,Mahindra
210,Swift ,334000,new delhi,Diesel,Manual,76496,2013,Maruti
211,Creta ,882000,new delhi,Petrol,Manual,36880,2016,Hyundai
212,Ameo ,433000,new delhi,Petrol,Manual,61931,2017,Volkswagen
213,WR-V ,646000,new delhi,Petrol,Manual,26697,2017,Honda
214,Scorpio ,1566000,new delhi,Diesel,Manual,31462,2020,Mahindra
215,Duster ,323000,new delhi,Diesel,Manual,91863,2013,Renault
216,Verna ,528000,new delhi,Diesel,Manual,57876,2015,Hyundai
217,Grand i10 ,450000,new delhi,Petrol,Manual,27361,2017,Hyundai
218,Vento ,673000,new delhi,Petrol,Automatic,32564,2016,Volkswagen
219,Grand i10 ,508000,new delhi,Petrol,Manual,8346,2017,Hyundai
220,Alto 800 ,509999,new delhi,CNG,Manual,5593,2022,Maruti
221,Tiago ,407000,new delhi,Petrol,Manual,128613,2017,Tata
222,Alto K10 ,229000,new delhi,Petrol,Manual,98962,2015,Maruti
223,Amaze ,344000,new delhi,Petrol,Manual,76429,2014,Honda
224,Amaze ,471000,new delhi,Petrol,Manual,26133,2016,Honda
225,City ,623000,new delhi,Petrol,Automatic,81984,2014,Honda
226,Ciaz ,480000,new delhi,Diesel,Manual,89742,2016,Maruti
227,Etios ,241000,new delhi,Petrol,Manual,103776,2012,Toyota
228,Swift ,325000,new delhi,Diesel,Manual,65145,2015,Maruti
229,i20 ,400000,new delhi,Petrol,Manual,58495,2014,Hyundai
230,Swift Dzire ,517000,new delhi,Diesel,Automatic,78630,2016,Maruti
231,Tiago ,388000,new delhi,Petrol,Manual,39946,2018,Tata
232,Baleno ,493000,new delhi,Petrol,Manual,100940,2018,Maruti
233,Polo ,309000,new delhi,Petrol,Manual,87681,2014,Volkswagen
234,Ecosport ,397000,new delhi,Diesel,Manual,84785,2014,Ford
235,Verna ,373000,new delhi,Diesel,Manual,98110,2012,Hyundai
236,Zen Estilo ,178000,new delhi,Petrol,Manual,53285,2012,Maruti
237,Jazz ,377000,new delhi,Diesel,Manual,118769,2015,Honda
238,Venue ,986000,new delhi,Petrol,Automatic,23352,2019,Hyundai
239,Ertiga ,409000,new delhi,Petrol,Manual,68026,2012,Maruti
240,Corolla Altis ,1423000,new delhi,Petrol,Automatic,65059,2018,Toyota
241,Baleno ,575000,new delhi,Petrol,Manual,88599,2017,Maruti
242,Jazz ,473000,new delhi,Petrol,Manual,71615,2016,Honda
243,Tiago ,367000,new delhi,Petrol,Manual,95446,2017,Tata
244,Ciaz ,455999,new delhi,Diesel,Manual,66204,2014,Maruti
245,City ,1116000,new delhi,Petrol,Manual,23461,2020,Honda
246,Wagon R ,376000,new delhi,Petrol,Manual,24136,2017,Maruti
247,Brio ,290000,new delhi,Petrol,Manual,108487,2014,Honda
248,City ,1126000,new delhi,Petrol,Manual,22498,2019,Honda
249,Swift ,330000,new delhi,Diesel,Manual,118631,2014,Maruti
250,Swift ,494000,new delhi,Petrol,Manual,27798,2017,Maruti
251,Amaze ,446000,new delhi,Petrol,Manual,93568,2017,Honda
252,Wagon R ,426999,new delhi,Petrol,Manual,26819,2018,Maruti
253,Venue ,1036000,new delhi,Petrol,Automatic,26521,2019,Hyundai
254,Vitara Brezza ,981000,new delhi,Petrol,Manual,8481,2021,Maruti
255,Celerio ,287000,new delhi,Petrol,Manual,59536,2014,Maruti
256,Baleno ,475000,new delhi,Petrol,Manual,47224,2015,Maruti
257,Swift Dzire ,278000,new delhi,Petrol,Manual,92613,2011,Maruti
258,Hector ,1596000,new delhi,Petrol,Automatic,28596,2019,MG
259,Swift ,366000,new delhi,Diesel,Manual,115206,2015,Maruti
260,Kiger ,763000,new delhi,Petrol,Automatic,6302,2021,Renault
261,KWID ,285000,new delhi,Petrol,Manual,45940,2018,Renault
262,KWID ,214000,new delhi,Petrol,Manual,38286,2015,Renault
263,Alto K10 ,314000,new delhi,Petrol,Manual,32714,2017,Maruti
264,KWID ,270000,new delhi,Petrol,Manual,18096,2015,Renault
265,i20 ,400000,new delhi,Petrol,Manual,63615,2015,Hyundai
266,Amaze ,396000,new delhi,Petrol,Manual,66669,2015,Honda
267,Amaze ,395000,new delhi,Petrol,Manual,60719,2015,Honda
268,i10 ,270000,new delhi,Petrol,Manual,41264,2014,Hyundai
269,Wagon R ,318000,new delhi,Petrol,Manual,65343,2015,Maruti
270,Duster ,357000,new delhi,Diesel,Manual,121605,2014,Renault
271,City ,524000,new delhi,Diesel,Manual,98772,2015,Honda
272,XUV500 ,569000,new delhi,Diesel,Manual,98891,2015,Mahindra
273,Alto K10 ,229999,new delhi,Petrol,Manual,91937,2015,Maruti
274,Terrano ,283000,new delhi,Diesel,Manual,123145,2013,Nissan
275,Vento ,336000,new delhi,Petrol,Automatic,91929,2013,Volkswagen
276,Swift ,165000,new delhi,Petrol,Manual,68000,2011,Maruti
277,Q3 ,2290000,new delhi,Diesel,Automatic,38000,2017,Audi
278,Swift ,550000,new delhi,Petrol,Manual,30000,2019,Maruti
279,Amaze ,335000,new delhi,Petrol,Manual,53000,2013,Honda
280,Swift ,355000,new delhi,Petrol,Manual,50000,2013,Maruti
281,Ciaz ,850000,new delhi,Petrol,Manual,45000,2018,Maruti
282,Celerio ,450000,new delhi,Petrol,Automatic,35000,2017,Maruti
283,Ciaz ,700000,new delhi,Petrol,Manual,30000,2018,Maruti
284,Ciaz ,455999,new delhi,Petrol,Manual,15000,2018,Maruti
285,Xcent ,500000,new delhi,Petrol,Manual,30000,2017,Hyundai
286,Swift Dzire ,40000,new delhi,Petrol,Manual,30000,2018,Maruti
287,Baleno ,550000,new delhi,Petrol,Manual,40000,2016,Maruti
288,KUV 100 NXT ,480000,new delhi,Petrol,Manual,35000,2018,Mahindra
289,Ciaz ,685000,new delhi,Petrol,Manual,57000,2017,Maruti
290,Swift Dzire ,400000,new delhi,Diesel,Manual,56000,2015,Maruti
291,Sunny ,135000,new delhi,Diesel,Manual,75134,2012,Nissan
293,Glanza ,625000,new delhi,Petrol,Manual,29000,2020,Toyota
294,Thar ,1680000,new delhi,Petrol,Manual,2900,2022,Mahindra
295,BR-V ,655000,new delhi,Diesel,Manual,70000,2016,Honda
296,Range Rover Evoque ,4500000,new delhi,Diesel,Automatic,35000,2019,Land Rover
297,City ,675000,new delhi,Petrol,Automatic,50000,2014,Honda
298,5 Series ,1850000,new delhi,Diesel,Automatic,90000,2016,BMW
299,Corolla Altis ,925000,new delhi,Petrol,Manual,48000,2016,Toyota
300,XF ,1950000,new delhi,Diesel,Automatic,51000,2015,Jaguar
301,Glanza ,850000,new delhi,Petrol,Automatic,48000,2020,Toyota
302,Amaze ,640000,new delhi,Petrol,Automatic,47000,2016,Honda
303,Swift Dzire ,600000,new delhi,Petrol,Manual,27000,2017,Maruti
304,Fiesta ,128000,new delhi,Petrol,Manual,99000,2008,Ford
305,Mustang ,6800000,new delhi,Petrol,Automatic,20000,2017,Ford
306,Swift Dzire ,480000,new delhi,Petrol,Manual,41000,2015,Maruti
307,Celerio ,345000,new delhi,CNG,Manual,72534,2016,Maruti
308,XUV500 ,495000,new delhi,Diesel,Manual,86970,2013,Mahindra
309,Swift ,395000,new delhi,Petrol,Manual,68409,2014,Maruti
310,Nexon ,975000,new delhi,Petrol,Manual,6000,2022,Tata
311,Wagon R ,525000,new delhi,Petrol,Automatic,44000,2019,Maruti
312,XL6 ,1175000,new delhi,Petrol,Automatic,9500,2022,Maruti
313,Thar ,1650000,new delhi,Petrol,Automatic,9400,2021,Mahindra
314,City ,1075000,new delhi,Petrol,Automatic,27000,2017,Honda
315,Baleno ,600000,new delhi,Petrol,Manual,24000,2018,Maruti
316,Q2 ,3250000,new delhi,Petrol,Automatic,10000,2020,Audi
317,i20 ,225000,new delhi,Petrol,Manual,84571,2011,Hyundai
318,i10 ,275000,new delhi,Petrol,Manual,62000,2013,Hyundai
319,Swift Dzire ,345000,new delhi,Diesel,Manual,116471,2014,Maruti
320,A6 ,1250000,new delhi,Diesel,Automatic,32000,2013,Audi
321,Ritz ,204999,new delhi,Petrol,Manual,56142,2010,Maruti
322,E-Class ,4950000,new delhi,Petrol,Automatic,37000,2018,Mercedes-Benz
323,Tiago ,445000,new delhi,Petrol,Manual,43000,2017,Tata
324,Amaze ,620000,new delhi,Petrol,Manual,17638,2020,Honda
325,Baleno ,560000,new delhi,Petrol,Manual,63000,2016,Maruti
326,KWID ,350000,new delhi,Petrol,Automatic,27400,2017,Renault
327,Amaze ,380000,new delhi,Petrol,Manual,51000,2014,Honda
328,Grand i10 ,449000,new delhi,Petrol,Manual,35000,2016,Hyundai
329,Rapid ,550000,new delhi,Petrol,Manual,70100,2016,Skoda
330,Vitara Brezza ,775000,new delhi,Diesel,Manual,49000,2017,Maruti
331,Ecosport ,570000,new delhi,Petrol,Manual,51000,2016,Ford
332,Amaze ,532000,new delhi,Petrol,Manual,18538,2018,Honda
333,Alto K10 ,350000,new delhi,CNG,Manual,77000,2016,Maruti
334,Ertiga ,400000,new delhi,Diesel,Manual,67000,2012,Maruti
335,Ciaz ,550000,new delhi,Diesel,Manual,62200,2015,Maruti
336,Ecosport ,800000,new delhi,Diesel,Manual,68000,2018,Ford
337,Fortuner ,1150000,new delhi,Diesel,Automatic,118000,2013,Toyota
338,Fortuner ,1600000,new delhi,Diesel,Automatic,48000,2015,Toyota
339,M-Class ,1675000,new delhi,Diesel,Automatic,118000,2013,Mercedes-Benz
340,Discovery Sport ,2500000,new delhi,Diesel,Automatic,98000,2015,Land Rover
341,Q3 ,1000000,new delhi,Diesel,Automatic,75000,2013,Audi
342,Wagon R ,525000,new delhi,Petrol,Manual,28000,2021,Maruti
343,Creta ,850000,new delhi,Petrol,Automatic,58000,2015,Hyundai
344,Fortuner ,950000,new delhi,Diesel,Manual,140000,2012,Toyota
345,Ciaz ,699000,new delhi,Diesel,Manual,55000,2017,Maruti
346,A3 ,2510000,new delhi,Diesel,Automatic,30000,2020,Audi
347,E-Class ,6520000,new delhi,Petrol,Automatic,3200,2020,Mercedes-Benz
348,Celerio ,390000,new delhi,Petrol,Manual,90000,2016,Maruti
349,B Class ,1050000,new delhi,Diesel,Automatic,40000,2014,Mercedes-Benz
350,Alto 800 ,365000,new delhi,Petrol,Manual,4000,2020,Maruti
351,E-Class ,2500000,new delhi,Diesel,Automatic,74000,2017,Mercedes-Benz
352,Corolla Altis ,254999,new delhi,Petrol,Manual,90000,2009,Toyota
353,XC 90 ,9200000,new delhi,Diesel,Automatic,16000,2021,Volvo
354,Xcent ,320000,new delhi,Diesel,Manual,70000,2015,Hyundai
355,Spark ,75000,new delhi,Petrol,Manual,100000,2009,Chevrolet
356,Safari Storme ,425000,new delhi,Diesel,Manual,57000,2013,Tata
357,City ,1175000,new delhi,Petrol,Automatic,40032,2019,Honda
358,Grand i10 ,320000,new delhi,Diesel,Manual,40000,2014,Hyundai
359,City ,775000,new delhi,Petrol,Automatic,68000,2016,Honda
360,Wagon R ,240000,new delhi,Petrol,Manual,58000,2012,Maruti
361,i20 ,395000,new delhi,Diesel,Manual,58000,2014,Hyundai
362,KWID ,245000,new delhi,Petrol,Manual,58908,2015,Renault
363,Seltos ,1225000,new delhi,Petrol,Manual,7700,2020,Kia
364,Wagon R ,618000,new delhi,Petrol,Automatic,9137,2020,Maruti
365,Grand i10 ,301000,new delhi,Petrol,Manual,58645,2014,Hyundai
366,EON ,239000,new delhi,Petrol,Manual,42657,2017,Hyundai
367,Grand i10 ,396000,new delhi,Petrol,Manual,38976,2017,Hyundai
368,Baleno ,569000,new delhi,Petrol,Manual,76468,2016,Maruti
369,Grand i10 ,247000,new delhi,Diesel,Manual,156157,2014,Hyundai
370,B Class ,1075000,new delhi,Diesel,Automatic,84085,2013,Mercedes-Benz
371,Ritz ,325000,new delhi,Petrol,Manual,38890,2015,Maruti
372,A6 ,1450000,new delhi,Diesel,Automatic,19752,2014,Audi
373,Celerio ,545000,new delhi,CNG,Manual,48089,2020,Maruti
374,Baleno ,509999,new delhi,Diesel,Manual,58000,2016,Maruti
375,Wagon R ,265000,new delhi,CNG,Manual,58000,2012,Maruti
376,Seltos ,1525000,new delhi,Diesel,Automatic,68000,2019,Kia
377,Ertiga ,1104000,new delhi,CNG,Manual,35000,2020,Maruti
378,Ecosport ,565000,new delhi,Diesel,Manual,72000,2017,Ford
379,Baleno ,565000,new delhi,Petrol,Manual,54000,2018,Maruti
380,Jazz ,470000,new delhi,Petrol,Manual,48000,2016,Honda
381,Verna ,495000,new delhi,Petrol,Automatic,62000,2013,Hyundai
382,Swift Dzire ,405000,new delhi,Petrol,Manual,62355,2014,Maruti
383,Verna ,1240000,new delhi,Petrol,Automatic,10000,2021,Hyundai
384,Vento ,525000,new delhi,Petrol,Manual,78000,2015,Volkswagen
385,Harrier ,2400000,new delhi,Diesel,Automatic,5000,2022,Tata
386,City ,425000,new delhi,Diesel,Manual,76000,2014,Honda
387,City ,285000,new delhi,Petrol,Automatic,72354,2010,Honda
388,Wagon R ,210000,new delhi,Petrol,Manual,65244,2011,Maruti
389,Wagon R ,605000,new delhi,CNG,Manual,25000,2020,Maruti
390,Wagon R ,545000,new delhi,CNG,Manual,25000,2019,Maruti
391,Ritz ,290000,new delhi,Diesel,Manual,65000,2015,Maruti
392,Sonet ,891000,new delhi,Petrol,Manual,30000,2020,Kia
393,Sonet ,1365000,new delhi,Diesel,Manual,21500,2021,Kia
394,Ecosport ,785000,new delhi,Petrol,Automatic,32558,2018,Ford
395,Ciaz ,951000,new delhi,Petrol,Automatic,25000,2019,Maruti
396,Fortuner ,3250000,new delhi,Diesel,Automatic,49000,2018,Toyota
397,Creta ,1090000,new delhi,Diesel,Automatic,65000,2017,Hyundai
398,Scorpio ,415000,new delhi,Diesel,Manual,84261,2012,Mahindra
399,Wagon R ,225000,new delhi,CNG,Manual,65000,2011,Maruti
400,Ertiga ,821000,new delhi,CNG,Manual,69000,2018,Maruti
401,Hector Plus ,1889999,new delhi,Petrol,Automatic,11000,2020,MG
402,Ertiga ,950000,new delhi,Petrol,Manual,40792,2019,Maruti
403,Scorpio ,925000,new delhi,Diesel,Manual,33400,2016,Mahindra
404,TUV 300 ,740000,new delhi,Diesel,Manual,12000,2017,Mahindra
405,Cooper ,2100000,new delhi,Petrol,Automatic,44000,2012,Mini Cooper
406,Vitara Brezza ,635000,new delhi,Diesel,Manual,37040,2016,Maruti
407,Wagon R ,350000,new delhi,Petrol,Manual,98000,2015,Maruti
408,i20 ,500000,new delhi,Petrol,Manual,47845,2015,Hyundai
409,Elantra ,525000,new delhi,Diesel,Automatic,69200,2013,Hyundai
410,Tiago ,484999,new delhi,Petrol,Manual,16791,2019,Tata
411,Terrano ,440000,new delhi,Diesel,Manual,60400,2014,Nissan
412,Q7 ,9600000,new delhi,Petrol,Automatic,2000,2022,Audi
413,Verna ,470000,new delhi,Petrol,Manual,61200,2013,Hyundai
414,Ecosport ,750000,new delhi,Petrol,Manual,59000,2017,Ford
415,Accord ,675000,new delhi,Petrol,Automatic,69000,2013,Honda
416,Grand i10 ,345000,new delhi,Petrol,Manual,67200,2013,Hyundai
417,i10 ,145000,new delhi,Petrol,Manual,45027,2009,Hyundai
418,Grand i10 Nios ,715000,new delhi,CNG,Manual,32000,2021,Hyundai
419,Santa Fe ,925000,new delhi,Diesel,Automatic,99500,2014,Hyundai
420,Camry ,3200000,new delhi,Petrol,Automatic,33000,2017,Toyota
421,Ecosport ,850000,new delhi,Petrol,Manual,24200,2019,Ford
422,Pajero ,1350000,new delhi,Diesel,Automatic,99500,2015,Mitsubishi
423,Wagon R ,595000,new delhi,CNG,Manual,46400,2020,Maruti
424,Compass ,1275000,new delhi,Diesel,Manual,37800,2017,Jeep
425,Ciaz ,899000,new delhi,Petrol,Manual,51200,2018,Maruti
426,CLA ,2300000,new delhi,Petrol,Automatic,15000,2016,Mercedes-Benz
427,Urban cruiser ,1000000,new delhi,Petrol,Automatic,42000,2020,Toyota
428,Camry ,1825000,new delhi,Petrol,Automatic,96000,2015,Toyota
429,GLA Class ,2800000,new delhi,Petrol,Automatic,18000,2018,Mercedes-Benz
430,Verna ,409999,new delhi,Petrol,Manual,57200,2011,Hyundai
431,Pajero ,1175000,new delhi,Diesel,Automatic,62000,2015,Mitsubishi
432,Creta ,1299000,new delhi,Petrol,Manual,24500,2018,Hyundai
433,Corolla Altis ,1225000,new delhi,Petrol,Manual,75500,2018,Toyota
434,Tucson ,1625000,new delhi,Diesel,Automatic,76100,2018,Hyundai
435,E-Class ,4200000,new delhi,Petrol,Automatic,45007,2017,Mercedes-Benz
436,XJ ,3300000,new delhi,Diesel,Automatic,17600,2014,Jaguar
437,Grand i10 ,495000,new delhi,Petrol,Manual,28000,2018,Hyundai
438,i20 Active ,540000,new delhi,Petrol,Manual,56200,2015,Hyundai
439,Thar ,1650000,new delhi,Petrol,Manual,840,2022,Mahindra
440,Sunny ,475000,new delhi,Petrol,Automatic,59600,2014,Nissan
441,Ciaz ,861000,new delhi,Petrol,Manual,2600,2018,Maruti
442,XUV500 ,1050000,new delhi,Diesel,Manual,59800,2016,Mahindra
443,Seltos ,1590000,new delhi,Petrol,Manual,1700,2022,Kia
444,Verna ,778000,new delhi,Petrol,Manual,34427,2016,Hyundai
445,Sonet ,1225000,new delhi,Petrol,Manual,17000,2020,Kia
446,Vento ,425000,new delhi,Petrol,Automatic,82000,2013,Volkswagen
447,Nexon ,1125000,new delhi,Petrol,Automatic,28000,2020,Tata
448,i10 ,245000,new delhi,Petrol,Manual,64000,2013,Hyundai
449,Brio ,270000,new delhi,Petrol,Manual,21000,2012,Honda
450,GLE ,9490000,new delhi,Diesel,Automatic,2000,2022,Mercedes-Benz
451,City ,975000,new delhi,Petrol,Manual,54000,2019,Honda
452,City ,370000,new delhi,Petrol,Manual,68000,2012,Honda
453,Nexon ,688000,new delhi,Petrol,Manual,56591,2017,Tata
454,Swift ,465000,new delhi,Petrol,Manual,46000,2015,Maruti
455,Wagon R ,582000,new delhi,CNG,Manual,23261,2020,Maruti
456,Ertiga ,775000,new delhi,CNG,Manual,62000,2018,Maruti
457,Amaze ,395000,new delhi,Petrol,Manual,54000,2016,Honda
458,Swift ,484999,new delhi,Petrol,Manual,40000,2018,Maruti
459,Verna ,360000,new delhi,Petrol,Manual,62000,2012,Hyundai
460,X3 ,5400000,new delhi,Diesel,Automatic,36007,2020,BMW
461,X1 ,3400000,new delhi,Diesel,Automatic,21007,2020,BMW
